speaker,Speaker-2008,Bruno Capuano,Bruno,Capuano
speaker,Speaker-2010,Chris Gardner,Chris,Gardner
speaker,Speaker-2011,Crux Conception,Crux,Conception
speaker,Speaker-2012,damian synadinos,damian,synadinos
speaker,Speaker-2013,Darren Hale,Darren,Hale
speaker,Speaker-2014,Dave Mattingly,Dave,Mattingly
speaker,Speaker-2015,David Knighton,David,Knighton
speaker,Speaker-2016,David Bjarnson,David,Bjarnson
speaker,Speaker-2017,Dennis Stepp,Dennis,Stepp
speaker,Speaker-2018,Devlin Duldulao,Devlin,Duldulao
speaker,Speaker-2019,Dustin Dorsey,Dustin,Dorsey
speaker,Speaker-2020,Eric Neunaber,Eric,Neunaber
speaker,Speaker-2021,Evan Smith,Evan,Smith
speaker,Speaker-2022,Francesca Socolick,Francesca,Socolick
speaker,Speaker-2023,G. Andrew Duthie,G. Andrew,Duthie
speaker,Speaker-2024,Gabriela Dombrowski,Gabriela,Dombrowski
speaker,Speaker-2025,Gary Fleming,Gary,Fleming
speaker,Speaker-2026,Henk Boelman,Henk,Boelman
speaker,Speaker-2027,Jameson McGhee,Jameson,McGhee
speaker,Speaker-2028,Jeff Grammer,Jeff,Grammer
speaker,Speaker-2029,Jeff Blankenburg,Jeff,Blankenburg
speaker,Speaker-2030,Jenn Robison,Jenn,Robison
speaker,Speaker-2031,Jeremy Davis,Jeremy,Davis
speaker,Speaker-2032,Joel Lord,Joel,Lord
speaker,Speaker-2033,John Morehouse,John,Morehouse
speaker,Speaker-2034,John SJ Anderson,John SJ,Anderson
speaker,Speaker-2035,Johnie Karr,Johnie,Karr
speaker,Speaker-2036,Joseph Guadagno,Joseph,Guadagno
speaker,Speaker-2037,Justin Kaffenberger,Justin,Kaffenberger
speaker,Speaker-2038,Kara Luton,Kara,Luton
speaker,Speaker-2039,Ken Muse,Ken,Muse
speaker,Speaker-2040,Kevin Griffin,Kevin,Griffin
speaker,Speaker-2041,Kevin Tinn,Kevin,Tinn
speaker,Speaker-2042,Krol Mathias,Krol,Mathias
speaker,Speaker-2043,Lydia Cupery,Lydia,Cupery
speaker,Speaker-2044,Mandy Cox,Mandy,Cox
speaker,Speaker-2045,Melissa Spalione,Melissa,Spalione
speaker,Speaker-2046,Mesut Durukal,Mesut,Durukal
speaker,Speaker-2047,Michael Yotive,Michael,Yotive
speaker,Speaker-2048,Michael Meadows,Michael,Meadows
speaker,Speaker-2049,Michael Burchett,Michael,Burchett
speaker,Speaker-2050,Mike Lutz,Mike,Lutz
speaker,Speaker-2051,Mike Amundsen,Mike,Amundsen
speaker,Speaker-2052,Pierre DeBois,Pierre,DeBois
speaker,Speaker-2053,Ron Dagdag,Ron,Dagdag
speaker,Speaker-2054,Russell Fustino,Russell,Fustino
speaker,Speaker-2055,Russell Skaggs,Russell,Skaggs
speaker,Speaker-2056,Sam Basu,Sam,Basu
speaker,Speaker-2057,Scott Seighman,Scott,Seighman
speaker,Speaker-2058,Sean Whitesell,Sean,Whitesell
speaker,Speaker-2059,Shawn Wallace,Shawn,Wallace
speaker,Speaker-2060,Simon MacDonald,Simon,MacDonald
speaker,Speaker-2061,Taylor Desseyn,Taylor,Desseyn
speaker,Speaker-2062,Tim Jarzombek,Tim,Jarzombek
speaker,Speaker-2063,Tina Judkins,Tina,Judkins
speaker,Speaker-2064,"Turner, Doyle M","Turner,",Doyle M
speaker,Speaker-2065,Veronika Kolesnikova,Veronika,Kolesnikova
speaker,Speaker-2066,Vijay Nair,Vijay,Nair
speaker,Speaker-2067,David Neal,David,Neal
speaker,Speaker-2068,Alex Bezuska,Alex,Bezuska
speaker,Speaker-2069,Jay Harris,Jay,Harris
speaker,Speaker-2070,Violet Skinner,Violet,Skinner
tag,Tag-1,.NET,,
tag,Tag-10,DevOps,,
tag,Tag-11,Functional Programming,,
tag,Tag-12,Hardware,,
tag,Tag-13,IoT,,
tag,Tag-14,Java,,
tag,Tag-15,JavaScript,,
tag,Tag-16,Mobile,,
tag,Tag-17,Requirements,,
tag,Tag-18,Ruby/Rails,,
tag,Tag-19,Security,,
tag,Tag-2,Agile,,
tag,Tag-20,Soft Skills,,
tag,Tag-21,Testing,,
tag,Tag-22,Web Services,,
tag,Tag-23,Other,,
tag,Tag-24,Software Process,,
tag,Tag-25,Project Management,,
tag,Tag-26,Accessibility,,
tag,Tag-27,iOS/OSX,,
tag,Tag-28,Clojure,,
tag,Tag-29,Continuous Deployment,,
tag,Tag-3,Architecture Practices,,
tag,Tag-30,Other Languages,,
tag,Tag-31,Windows 8/10,,
tag,Tag-32,PHP,,
tag,Tag-33,Web,,
tag,Tag-34,Python,,
tag,Tag-35,Scala,,
tag,Tag-36,Kotlin,,
tag,Tag-37,Android,,
tag,Tag-38,Kubernetes,,
tag,Tag-39,Containers,,
tag,Tag-4,Big Data,,
tag,Tag-40,Microservices,,
tag,Tag-41,Docker,,
tag,Tag-42,Google Cloud,,
tag,Tag-43,Certification,,
tag,Tag-44,Career Development,,
tag,Tag-45,Performance,,
tag,Tag-46,Architecture,,
tag,Tag-47,Quality Assurance,,
tag,Tag-48,Continuous Development,,
tag,Tag-49,Software Practices,,
tag,Tag-5,Cloud,,
tag,Tag-50,Database,,
tag,Tag-51,Kotlin,,
tag,Tag-52,AWS,,
tag,Tag-53,Functional Progreamming,,
tag,Tag-54,SQL,,
tag,Tag-55,WebAssembly,,
tag,Tag-56,Azure,,
tag,Tag-57,Windows,,
tag,Tag-58,Container,,
tag,Tag-59,Microsoft,,
tag,Tag-6,Cross-Platform,,
tag,Tag-60,NoSQL,,
tag,Tag-61,Continuous Delivery,,
tag,Tag-62,Fun,,
tag,Tag-63,UX,,
tag,Tag-64,Tools,,
tag,Tag-65,UI,,
tag,Tag-66,People,,
tag,Tag-67,Work Skills,,
tag,Tag-68,Serverless,,
tag,Tag-69,Machine Learning,,
tag,Tag-7,Database/SQL,,
tag,Tag-70,iOS,,
tag,Tag-71,Web Assembly,,
tag,Tag-72,Data,,
tag,Tag-73,Google,,
tag,Tag-74,VR,,
tag,Tag-75,ASP.NET,,
tag,Tag-76,Artificial Intelligence,,
tag,Tag-77,Deep Learning,,
tag,Tag-8,Design (UI/UX/CSS),,
tag,Tag-9,Development Practices,,
topic,Topic-1,Application Development,,
topic,Topic-2,Infrastructure,,
topic,Topic-3,Project Management,,
topic,Topic-4,Requirements,,
topic,Topic-5,Soft Skills,,
topic,Topic-6,Software Testing,,
topic,Topic-7,User Experience,,
